PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32099443","Towards Precision Medicine in Systemic Lupus Erythematosus","Lever E, Alves MR, Isenberg DA.","Pharmgenomics Pers Med. 2020 Feb 4;13:39-49. doi: 10.2147/PGPM.S205079. eCollection 2020.","Lever E","Pharmgenomics Pers Med","2020","2020/02/27","PMC7007776","","10.2147/PGPM.S205079"
"30564579","Laboratory and Neuroimaging Biomarkers in Neuropsychiatric Systemic Lupus Erythematosus: Where Do We Stand, Where To Go?","Magro-Checa C, Steup-Beekman GM, Huizinga TW, van Buchem MA, Ronen I.","Front Med (Lausanne). 2018 Dec 4;5:340. doi: 10.3389/fmed.2018.00340. eCollection 2018.","Magro-Checa C","Front Med (Lausanne)","2018","2018/12/20","PMC6288259","","10.3389/fmed.2018.00340"
"35154753","Rheumatoid arthritis and systemic lupus erythematosus: Pathophysiological mechanisms related to innate immune system","Pabón-Porras MA, Molina-Ríos S, Flórez-Suárez JB, Coral-Alvarado PX, Méndez-Patarroyo P, Quintana-López G.","SAGE Open Med. 2019 Sep 13;7:2050312119876146. doi: 10.1177/2050312119876146. eCollection 2019.","Pabón-Porras MA","SAGE Open Med","2019","2022/02/14","PMC8826259","","10.1177/2050312119876146"
"36090718","The role of proprotein convertase subtilisin/kexin type 9 (PCSK9) in the pathophysiology of psoriasis and systemic lupus erythematosus","Frątczak A, Polak K, Szczepanek M, Lis-Święty A.","Postepy Dermatol Alergol. 2022 Aug;39(4):645-650. doi: 10.5114/ada.2022.118919. Epub 2022 Sep 1.","Frątczak A","Postepy Dermatol Alergol","2022","2022/09/12","PMC9454343","","10.5114/ada.2022.118919"
"24198852","Hematological disorders in patients with systemic lupus erythematosus","Bashal F.","Open Rheumatol J. 2013 Oct 18;7:87-95. doi: 10.2174/1874312901307010087. eCollection 2013.","Bashal F","Open Rheumatol J","2013","2013/11/08","PMC3816272","","10.2174/1874312901307010087"
"31723391","A unique presentation of a rare disease: biopsy proven systemic lupus erythematosus and microscopic polyangitis: an overlap syndrome","Meyler D, Arrascaeta-Llanes A, Gupta R, Godhwani S.","J Community Hosp Intern Med Perspect. 2019 Nov 1;9(5):433-436. doi: 10.1080/20009666.2019.1659659. eCollection 2019.","Meyler D","J Community Hosp Intern Med Perspect","2019","2019/11/15","PMC6830228","","10.1080/20009666.2019.1659659"
"31359345","Dynamics of D-serine reflected the recovery course of a patient with rapidly progressive glomerulonephritis","Hesaka A, Yasuda K, Sakai S, Yonishi H, Namba-Hamano T, Takahashi A, Mizui M, Hamase K, Matsui R, Mita M, Horio M, Isaka Y, Kimura T.","CEN Case Rep. 2019 Nov;8(4):297-300. doi: 10.1007/s13730-019-00411-6. Epub 2019 Jul 29.","Hesaka A","CEN Case Rep","2019","2019/07/31","PMC6820815","","10.1007/s13730-019-00411-6"
"22380717","Cyclophosphamide and 4-hydroxycyclophosphamide pharmacokinetics in patients with glomerulonephritis secondary to lupus and small vessel vasculitis","Joy MS, La M, Wang J, Bridges AS, Hu Y, Hogan SL, Frye RF, Blaisdell J, Goldstein JA, Dooley MA, Brouwer KL, Falk RJ.","Br J Clin Pharmacol. 2012 Sep;74(3):445-55. doi: 10.1111/j.1365-2125.2012.04223.x.","Joy MS","Br J Clin Pharmacol","2012","2012/03/03","PMC3477346","","10.1111/j.1365-2125.2012.04223.x"
"23648190","Characterization of clinical photosensitivity in cutaneous lupus erythematosus","Foering K, Chang AY, Piette EW, Cucchiara A, Okawa J, Werth VP.","J Am Acad Dermatol. 2013 Aug;69(2):205-13. doi: 10.1016/j.jaad.2013.03.015. Epub 2013 May 3.","Foering K","J Am Acad Dermatol","2013","2013/05/08","PMC3928014","NIHMS461727","10.1016/j.jaad.2013.03.015"
"26564070","Acquired neurocutaneous disorders","Nouh A, Speiser J, Biller J.","Handb Clin Neurol. 2015;132:29-73. doi: 10.1016/B978-0-444-62702-5.00003-2.","Nouh A","Handb Clin Neurol","2015","2015/11/14","","","10.1016/B978-0-444-62702-5.00003-2"
"29531864","Posterior reversible encephalopathy syndrome (PRES) attributed to mycophenolate mofetil during the management of SLE: a case report and review","Zhang L, Xu J.","Am J Clin Exp Immunol. 2018 Feb 5;7(1):1-7. eCollection 2018.","Zhang L","Am J Clin Exp Immunol","2018","2018/03/14","PMC5840284","",""
"35998903","Stress, mindfulness, and systemic lupus erythematosus: An overview and directions for future research","Molina E, Gould N, Lee K, Krimins R, Hardenbergh D, Timlin H.","Lupus. 2022 Aug 23:9612033221122980. doi: 10.1177/09612033221122980. Online ahead of print.","Molina E","Lupus","2022","2022/08/23","","","10.1177/09612033221122980"
"27790028","Therapeutic apheresis in autoimmune diseases","Bambauer R, Latza R, Bambauer C, Burgard D, Schiel R.","Open Access Rheumatol. 2013 Nov 13;5:93-103. doi: 10.2147/OARRR.S34616. eCollection 2013.","Bambauer R","Open Access Rheumatol","2013","2013/11/13","PMC5074795","","10.2147/OARRR.S34616"
"29480020","Protective effects of quercetin treatment in a pristane-induced mouse model of lupus nephritis","Dos Santos M, Poletti PT, Favero G, Stacchiotti A, Bonomini F, Montanari CC, Bona SR, Marroni NP, Rezzani R, Veronese FV.","Autoimmunity. 2018 Mar;51(2):69-80. doi: 10.1080/08916934.2018.1442828. Epub 2018 Feb 26.","Dos Santos M","Autoimmunity","2018","2018/02/27","","","10.1080/08916934.2018.1442828"
"34124113","Current Status of the Evaluation and Management of Lupus Patients and Future Prospects","Yavuz S, Lipsky PE.","Front Med (Lausanne). 2021 May 28;8:682544. doi: 10.3389/fmed.2021.682544. eCollection 2021.","Yavuz S","Front Med (Lausanne)","2021","2021/06/14","PMC8193052","","10.3389/fmed.2021.682544"
"31913524","Prediction of outcome in fetal autoimmune complete heart block","Sethi N, Krishnan A, Donofrio M.","Prenat Diagn. 2020 Apr;40(5):557-564. doi: 10.1002/pd.5637. Epub 2020 Feb 16.","Sethi N","Prenat Diagn","2020","2020/01/09","","","10.1002/pd.5637"
"26512111","RNA sensing by conventional dendritic cells is central to the development of lupus nephritis","Celhar T, Hopkins R, Thornhill SI, De Magalhaes R, Hwang SH, Lee HY, Yasuga H, Jones LA, Casco J, Lee B, Thamboo TP, Zhou XJ, Poidinger M, Connolly JE, Wakeland EK, Fairhurst AM.","Proc Natl Acad Sci U S A. 2015 Nov 10;112(45):E6195-204. doi: 10.1073/pnas.1507052112. Epub 2015 Oct 28.","Celhar T","Proc Natl Acad Sci U S A","2015","2015/10/30","PMC4653170","","10.1073/pnas.1507052112"
"33047457","Peculiar blood flow profiles among placental chorionic villous vessels of an abnormally thick placenta in a case of systemic lupus erythematosus characterized using microvascular imaging","Inoue A, Horinouchi T, Yoshizato T, Kojiro-Sanada S, Kozuma Y, Ushijima K.","J Obstet Gynaecol Res. 2020 Oct 12. doi: 10.1111/jog.14502. Online ahead of print.","Inoue A","J Obstet Gynaecol Res","2020","2020/10/13","","","10.1111/jog.14502"
"35607575","Shrinking Lung Syndrome in a Young Female: A Rare Pulmonary Manifestation of Systemic Lupus Erythematosus","Almajed MR, Obri MS, Mahmood S, Demertzis ZD.","Cureus. 2022 Apr 20;14(4):e24320. doi: 10.7759/cureus.24320. eCollection 2022 Apr.","Almajed MR","Cureus","2022","2022/05/24","PMC9122614","","10.7759/cureus.24320"
"33897295","Anorexia nervosa and juvenile lupus erythematosus in a 16-year-old female patient - common disease origin or random coincidence?","Hyla-Klekot L, Wolny A, Janas-Kozik M, Koszutski T.","Cent Eur J Immunol. 2021;46(1):127-132. doi: 10.5114/ceji.2021.104326. Epub 2021 Mar 11.","Hyla-Klekot L","Cent Eur J Immunol","2021","2021/04/26","PMC8056349","","10.5114/ceji.2021.104326"
"29173190","Migraine in Systemic Autoimmune Diseases","Cavestro C, Ferrero M.","Endocr Metab Immune Disord Drug Targets. 2018 Feb 13;18(2):124-134. doi: 10.2174/1871530317666171124124340.","Cavestro C","Endocr Metab Immune Disord Drug Targets","2018","2017/11/28","","","10.2174/1871530317666171124124340"
"29387435","Mouse models of lupus: what they tell us and what they don't","Richard ML, Gilkeson G.","Lupus Sci Med. 2018 Jan 21;5(1):e000199. doi: 10.1136/lupus-2016-000199. eCollection 2018.","Richard ML","Lupus Sci Med","2018","2018/02/02","PMC5786947","","10.1136/lupus-2016-000199"
"32293470","Familial chilblain lupus due to a novel mutation in TREX1 associated with Aicardi-Goutie'res syndrome","Yi C, Li Q, Xiao J.","Pediatr Rheumatol Online J. 2020 Apr 15;18(1):32. doi: 10.1186/s12969-020-00423-y.","Yi C","Pediatr Rheumatol Online J","2020","2020/04/16","PMC7158086","","10.1186/s12969-020-00423-y"
"24308018","A report from the American College of Rheumatology 2013 Meeting (October 26-30, 2013 - San Diego, California, USA)","Rabasseda X.","Drugs Today (Barc). 2013 Nov;49(11):717-37. doi: 10.1358/dot.2013.49.11.2086987.","Rabasseda X","Drugs Today (Barc)","2013","2013/12/06","","","10.1358/dot.2013.49.11.2086987"
"27052277","Pathogenic role of platelets in rheumatoid arthritis and systemic autoimmune diseases. Perspectives and therapeutic aspects","Harifi G, Sibilia J.","Saudi Med J. 2016 Apr;37(4):354-60. doi: 10.15537/smj.2016.4.14768.","Harifi G","Saudi Med J","2016","2016/04/08","PMC4852012","","10.15537/smj.2016.4.14768"
"28722110","Renal-infiltrating CD11c(+) cells are pathogenic in murine lupus nephritis through promoting CD4(+) T cell responses","Liao X, Ren J, Reihl A, Pirapakaran T, Sreekumar B, Cecere TE, Reilly CM, Luo XM.","Clin Exp Immunol. 2017 Nov;190(2):187-200. doi: 10.1111/cei.13017. Epub 2017 Aug 18.","Liao X","Clin Exp Immunol","2017","2017/07/20","PMC5629427","","10.1111/cei.13017"
"34392862","Epigenetic linkage of systemic lupus erythematosus and nutrition","Montoya T, Castejón ML, Muñoz-García R, Alarcón-de-la-Lastra C.","Nutr Res Rev. 2021 Aug 16:1-21. doi: 10.1017/S0954422421000287. Online ahead of print.","Montoya T","Nutr Res Rev","2021","2021/08/16","","","10.1017/S0954422421000287"
"29435447","Novel Insights in Systemic Lupus Erythematosus and Atherosclerosis","Teixeira V, Tam LS.","Front Med (Lausanne). 2018 Jan 29;4:262. doi: 10.3389/fmed.2017.00262. eCollection 2017.","Teixeira V","Front Med (Lausanne)","2018","2018/02/14","PMC5796914","","10.3389/fmed.2017.00262"
"33553412","Systemic lupus erythematosus and antineutrophil cytoplasmic antibody-associated vasculitis overlap syndrome in a 77-year-old man: A case report","Xu ZG, Li WL, Wang X, Zhang SY, Zhang YW, Wei X, Li CD, Zeng P, Luan SD.","World J Clin Cases. 2021 Jan 26;9(3):707-713. doi: 10.12998/wjcc.v9.i3.707.","Xu ZG","World J Clin Cases","2021","2021/02/08","PMC7829731","","10.12998/wjcc.v9.i3.707"
"29264638","Suicidal behaviors in patients with rheumatic diseases: a narrative review","Calandre EP, Rico-Villademoros F, Slim M.","Rheumatol Int. 2018 Apr;38(4):537-548. doi: 10.1007/s00296-017-3909-9. Epub 2017 Dec 20.","Calandre EP","Rheumatol Int","2018","2017/12/22","","","10.1007/s00296-017-3909-9"
"25045617","Bone marrow fibrosis as a feature of systemic lupus erythematosus: a case report and literature review","Chalayer E, Ffrench M, Cathébras P.","Springerplus. 2014 Jul 9;3:349. doi: 10.1186/2193-1801-3-349. eCollection 2014.","Chalayer E","Springerplus","2014","2014/07/22","PMC4101126","","10.1186/2193-1801-3-349"
"30588363","Does Vitamin D Deficiency Contribute to Cognitive Dysfunction in Patients with Systemic Lupus Erythematosus?","Hussein HA, Daker LI, Fouad NA, Elamir A, Mohamed SR.","Innov Clin Neurosci. 2018 Oct 1;15(9-10):25-29.","Hussein HA","Innov Clin Neurosci","2018","2018/12/28","PMC6292718","",""
"28696253","The Ox40/Ox40 Ligand Pathway Promotes Pathogenic Th Cell Responses, Plasmablast Accumulation, and Lupus Nephritis in NZB/W F1 Mice","Sitrin J, Suto E, Wuster A, Eastham-Anderson J, Kim JM, Austin CD, Lee WP, Behrens TW.","J Immunol. 2017 Aug 15;199(4):1238-1249. doi: 10.4049/jimmunol.1700608. Epub 2017 Jul 10.","Sitrin J","J Immunol","2017","2017/07/12","PMC5544932","","10.4049/jimmunol.1700608"
"30159624","Urine biomarkers of chronic kidney damage and renal functional decline in childhood-onset systemic lupus erythematosus","Brunner HI, Gulati G, Klein-Gitelman MS, Rouster-Stevens KA, Tucker L, Ardoin SP, Onel KB, Mainville R, Turnier J, Aydin POA, Witte D, Huang B, Bennett MR, Devarajan P.","Pediatr Nephrol. 2019 Jan;34(1):117-128. doi: 10.1007/s00467-018-4049-5. Epub 2018 Aug 29.","Brunner HI","Pediatr Nephrol","2019","2018/08/31","PMC6294330","NIHMS1505372","10.1007/s00467-018-4049-5"
"30220838","Systemic lupus erythematosus-associated diffuse alveolar hemorrhage: A case report and review of the literature","Morales-Nebreda L, Alakija O, Ferguson KT, Singer BD.","Clin Pulm Med. 2018 Sep;25(5):166-169.","Morales-Nebreda L","Clin Pulm Med","2018","2018/09/18","PMC6136257","NIHMS979341",""
"33384713","Identification of Molecular Markers Associated With the Pathophysiology and Treatment of Lupus Nephritis Based on Integrated Transcriptome Analysis","Yao M, Gao C, Zhang C, Di X, Liang W, Sun W, Wang Q, Zheng Z.","Front Genet. 2020 Dec 15;11:583629. doi: 10.3389/fgene.2020.583629. eCollection 2020.","Yao M","Front Genet","2020","2021/01/01","PMC7770169","","10.3389/fgene.2020.583629"
"28256352","Post-Traumatic Raynaud's Phenomenon: A Case Report","Cheok LJ, Ooi CK.","J Emerg Med. 2017 Jun;52(6):e237-e238. doi: 10.1016/j.jemermed.2017.01.001. Epub 2017 Feb 27.","Cheok LJ","J Emerg Med","2017","2017/03/04","","","10.1016/j.jemermed.2017.01.001"
"28744417","Acute Myocardial Infarction in Young Systemic Lupus Erythematosus Patient with Normal Coronary Arteries","Farooq A, Ullah A, Ali F, Yasin H, Amjad W, Pervaiz M.","Cureus. 2017 Jun 19;9(6):e1370. doi: 10.7759/cureus.1370.","Farooq A","Cureus","2017","2017/07/27","PMC5519312","","10.7759/cureus.1370"
"35949751","Cardiovascular Complications in Systemic Lupus Erythematosus","Alghareeb R, Hussain A, Maheshwari MV, Khalid N, Patel PD.","Cureus. 2022 Jul 8;14(7):e26671. doi: 10.7759/cureus.26671. eCollection 2022 Jul.","Alghareeb R","Cureus","2022","2022/08/11","PMC9358056","","10.7759/cureus.26671"
"35936557","Systematic lupus erythematous patients following COVID-19 vaccination: Its flares up and precautions","Khatri G, Priya, Shaikh S, Aashish, Rai A, Cheema HA, Essar MY.","Ann Med Surg (Lond). 2022 Aug;80:104282. doi: 10.1016/j.amsu.2022.104282. Epub 2022 Jul 31.","Khatri G","Ann Med Surg (Lond)","2022","2022/08/08","PMC9339251","","10.1016/j.amsu.2022.104282"
"30775617","Clinical Implications of Excessive Neutrophil Extracellular Trap Formation in Renal Autoimmune Diseases","van Dam LS, Rabelink TJ, van Kooten C, Teng YKO.","Kidney Int Rep. 2018 Nov 19;4(2):196-211. doi: 10.1016/j.ekir.2018.11.005. eCollection 2019 Feb.","van Dam LS","Kidney Int Rep","2018","2019/02/19","PMC6365354","","10.1016/j.ekir.2018.11.005"
"29290848","SLE and Serum Complement: Causative, Concomitant or Coincidental?","Sandhu V, Quan M.","Open Rheumatol J. 2017 Sep 30;11:113-122. doi: 10.2174/1874312901711010113. eCollection 2017.","Sandhu V","Open Rheumatol J","2017","2018/01/02","PMC5737025","","10.2174/1874312901711010113"
"36148466","Altered B cell phenotype and CD27+ memory B cells are associated with clinical features and environmental exposure in Colombian systemic lupus erythematosus patients","Hurtado C, Rojas-Gualdrón DF, Urrego R, Cashman K, Vásquez-Trespalacios EM, Díaz-Coronado JC, Rojas M, Jenks S, Vásquez G, Sanz I.","Front Med (Lausanne). 2022 Sep 6;9:950452. doi: 10.3389/fmed.2022.950452. eCollection 2022.","Hurtado C","Front Med (Lausanne)","2022","2022/09/23","PMC9485945","","10.3389/fmed.2022.950452"
"25162763","IL-21 as a therapeutic target in inflammatory disorders","Di Fusco D, Izzo R, Figliuzzi MM, Pallone F, Monteleone G.","Expert Opin Ther Targets. 2014 Nov;18(11):1329-38. doi: 10.1517/14728222.2014.945426. Epub 2014 Aug 27.","Di Fusco D","Expert Opin Ther Targets","2014","2014/08/28","","","10.1517/14728222.2014.945426"
"23281691","Photosensitivity in cutaneous lupus erythematosus","Kim A, Chong BF.","Photodermatol Photoimmunol Photomed. 2013 Feb;29(1):4-11. doi: 10.1111/phpp.12018.","Kim A","Photodermatol Photoimmunol Photomed","2013","2013/01/04","PMC3539182","NIHMS428945","10.1111/phpp.12018"
"35257093","Metabolites and metabolic pathways associated with rheumatoid arthritis and systemic lupus erythematosus","Duarte-Delgado NP, Cala MP, Barreto A, Rodríguez C LS.","J Transl Autoimmun. 2022 Feb 28;5:100150. doi: 10.1016/j.jtauto.2022.100150. eCollection 2022.","Duarte-Delgado NP","J Transl Autoimmun","2022","2022/03/08","PMC8897586","","10.1016/j.jtauto.2022.100150"
"29632529","Autoantibodies Associated With Connective Tissue Diseases: What Meaning for Clinicians?","Didier K, Bolko L, Giusti D, Toquet S, Robbins A, Antonicelli F, Servettaz A.","Front Immunol. 2018 Mar 26;9:541. doi: 10.3389/fimmu.2018.00541. eCollection 2018.","Didier K","Front Immunol","2018","2018/04/11","PMC5879136","","10.3389/fimmu.2018.00541"
"31069660","Characteristics and Outcomes of Critically Ill Pediatric Patients with Posterior Reversible Encephalopathy Syndrome","Fisler G, Monty MA, Kohn N, Assaad P, Trope R, Kessel A.","Neurocrit Care. 2020 Feb;32(1):145-151. doi: 10.1007/s12028-019-00720-9.","Fisler G","Neurocrit Care","2020","2019/05/10","","","10.1007/s12028-019-00720-9"
"25836644","Connective tissue disease-associated pulmonary arterial hypertension","Sung YK, Chung L.","Rheum Dis Clin North Am. 2015 May;41(2):295-313. doi: 10.1016/j.rdc.2015.01.003. Epub 2015 Feb 26.","Sung YK","Rheum Dis Clin North Am","2015","2015/04/04","","","10.1016/j.rdc.2015.01.003"
"33440874","The Main Challenges in Systemic Lupus Erythematosus: Where Do We Stand?","Piga M, Arnaud L.","J Clin Med. 2021 Jan 11;10(2):243. doi: 10.3390/jcm10020243.","Piga M","J Clin Med","2021","2021/01/14","PMC7827672","","10.3390/jcm10020243"
"28400654","Discoid Lupus and Human Immunodeficiency Virus: A Retrospective Chart Review to Determine the Prevalence and Progression of Co-occurrence of these Conditions at a Single Academic Center","Two A, So JK, Paravar T.","Indian J Dermatol. 2017 Mar-Apr;62(2):226. doi: 10.4103/0019-5154.201750.","Two A","Indian J Dermatol","2017","2017/04/13","PMC5363158","","10.4103/0019-5154.201750"
"25137474","Retraction: Interleukin 17 acts in synergy with B cell-activating factor to influence B cell biology and the pathophysiology of systemic lupus erythematosus","","Nat Immunol. 2014 Sep;15(9):894. doi: 10.1038/ni0914-894a.","","Nat Immunol","2014","2014/08/20","","","10.1038/ni0914-894a"
"26509047","Belimumab in systemic lupus erythematosus","Vilas-Boas A, Morais SA, Isenberg DA.","RMD Open. 2015 Mar 3;1(1):e000011. doi: 10.1136/rmdopen-2014-000011. eCollection 2015.","Vilas-Boas A","RMD Open","2015","2015/10/29","PMC4612697","","10.1136/rmdopen-2014-000011"
"32743523","Urinary biomarkers in lupus nephritis","Aragón CC, Tafúr RA, Suárez-Avellaneda A, Martínez MT, Salas AL, Tobón GJ.","J Transl Autoimmun. 2020 Feb 13;3:100042. doi: 10.1016/j.jtauto.2020.100042. eCollection 2020.","Aragón CC","J Transl Autoimmun","2020","2020/08/04","PMC7388339","","10.1016/j.jtauto.2020.100042"
"30191380","Olfactory Dysfunction in CNS Neuroimmunological Disorders: a Review","Shin T, Kim J, Ahn M, Moon C.","Mol Neurobiol. 2019 May;56(5):3714-3721. doi: 10.1007/s12035-018-1341-0. Epub 2018 Sep 6.","Shin T","Mol Neurobiol","2019","2018/09/08","","","10.1007/s12035-018-1341-0"
